2.523882314562797546e-03,2.714855130761861801e-03,8.496419526636600494e-03,-9.334849193692207336e-03,
2.331945812329649925e-03,3.273814450949430466e-03,1.155775855295360088e-03,1.006507407873868942e-02,
-1.023036800324916840e-02,-1.205109059810638428e-02,-7.263824343681335449e-03,1.392185781151056290e-02,
-2.033846452832221985e-03,1.375593245029449463e-02,6.508057937026023865e-03,4.132598405703902245e-04,
-1.361785456538200378e-02,-1.322291232645511627e-02,5.799132399260997772e-03,4.975765012204647064e-03,
-4.619165789335966110e-03,4.328874405473470688e-03,-1.029504369944334030e-02,-6.380043458193540573e-03,
-4.057693295180797577e-03,-3.821133170276880264e-03,-3.692431142553687096e-03,-4.937045276165008545e-03,
2.806032542139291763e-03,-1.681237481534481049e-03,-6.627381313592195511e-03,-1.301351841539144516e-02,
-7.387704215943813324e-03,1.149182324297726154e-03,2.531648613512516022e-03,1.303198467940092087e-02,
1.249544695019721985e-02,-1.199662964791059494e-02,2.177280606701970100e-03,1.103292964398860931e-02,
1.121193729341030121e-02,4.831881262362003326e-03,1.328398287296295166e-02,-6.619376596063375473e-03,
2.211842685937881470e-03,1.415988150984048843e-02,1.277977018617093563e-03,-1.305567007511854172e-02,
8.786331862211227417e-03,-1.375405769795179367e-02,5.601990502327680588e-03,-1.063878368586301804e-02,
1.116422377526760101e-02,-5.824265535920858383e-03,-3.188021713867783546e-03,8.914723293855786324e-04,
-2.906428650021553040e-03,-2.380751771852374077e-03,6.986886262893676758e-03,1.296275481581687927e-02,
-3.724691923707723618e-03,-1.979660941287875175e-03,-9.128673002123832703e-03,-5.483443848788738251e-03,
9.405248798429965973e-03,-6.812329404056072235e-03,1.319126598536968231e-02,1.017705653794109821e-03,
1.276461128145456314e-02,-6.839475128799676895e-03,1.315992698073387146e-02,2.655460499227046967e-03,
-1.403492596000432968e-02,-7.037427742034196854e-03,-1.254853140562772751e-02,-5.584083031862974167e-03,
1.176328770816326141e-02,-2.722913865000009537e-03,-1.113739423453807831e-02,-3.869790583848953247e-03,
-6.332376506179571152e-03,1.049138512462377548e-02,-1.301949005573987961e-02,8.705843240022659302e-03,
-1.093157194554805756e-02,-1.328154187649488449e-02,-1.039330072671873495e-05,-1.096451748162508011e-02,
1.303431577980518341e-02,-4.566987976431846619e-03,5.459489766508340836e-03,1.329140085726976395e-02,
-6.113767740316689014e-04,-3.868834115564823151e-03,5.171023774892091751e-03,-7.626316044479608536e-03,
-4.209226754028350115e-04,-4.016018647234886885e-04,1.060551404953002930e-02,-8.592406287789344788e-03,
-5.145195405930280685e-03,6.828670855611562729e-03,-4.838787019252777100e-03,2.269519492983818054e-03,
7.358928211033344269e-03,-1.280651520937681198e-02,-8.084584027528762817e-03,-1.338689215481281281e-02,
1.528142020106315613e-03,-7.475053425878286362e-03,-9.770066477358341217e-03,8.033197373151779175e-03,
-2.760880161076784134e-03,3.049996448680758476e-03,-5.413795355707406998e-03,2.020756946876645088e-03,
-8.334219455718994141e-03,-1.284996606409549713e-02,8.608021773397922516e-03,1.415078644640743732e-03,
8.691225200891494751e-03,-9.171024896204471588e-03,-6.741475779563188553e-03,-1.101377140730619431e-02,
-7.746397983282804489e-03,-6.423093844205141068e-03,-7.960319519042968750e-03,-3.220714163035154343e-03,
2.369515859754756093e-04,-4.039182327687740326e-03,-6.300567183643579483e-03,-1.222362555563449860e-02,
-8.143527433276176453e-03,3.695328952744603157e-03,-7.336820010095834732e-03,-2.987426239997148514e-03,
6.786915007978677750e-03,-2.576147904619574547e-03,-5.298570729792118073e-03,-1.762558822520077229e-03,
5.605796817690134048e-03,4.049972631037235260e-03,-1.134656835347414017e-02,1.408823858946561813e-02,
-4.697551950812339783e-03,6.427544169127941132e-03,7.009809371083974838e-03,4.711629822850227356e-03,
9.893417358398437500e-03,-7.758836727589368820e-03,-4.756289068609476089e-03,2.300910418853163719e-03,
9.733921848237514496e-03,-3.970077261328697205e-03,5.981400609016418457e-03,4.675822332501411438e-03,
1.165580563247203827e-02,5.990693345665931702e-03,-1.314011309295892715e-02,-1.288805273361504078e-03,
-4.102841950953006744e-03,1.275972090661525726e-02,1.109564304351806641e-02,1.109861023724079132e-02,
-3.388230456039309502e-03,1.083142310380935669e-02,1.405644975602626801e-02,-1.912780688144266605e-03,
1.073764637112617493e-02,1.229114178568124771e-02,9.213116951286792755e-03,-3.994970582425594330e-03,
-5.403444170951843262e-03,-6.466045510023832321e-03,1.229151152074337006e-02,-1.448812894523143768e-02,
-2.641966799274086952e-03,9.176187217235565186e-03,-1.306319795548915863e-02,5.391020327806472778e-03,
1.024080440402030945e-02,6.209784653037786484e-03,8.841064409352838993e-04,-1.342260651290416718e-02,
-1.467386609874665737e-04,2.710856497287750244e-03,-1.325382292270660400e-02,3.136870451271533966e-03,
1.302820537239313126e-02,3.839612763840705156e-04,2.084030071273446083e-03,1.666721887886524200e-03,
1.175887510180473328e-02,-1.897599548101425171e-03,9.939954616129398346e-03,1.018915791064500809e-02,
-2.947766100987792015e-03,-9.245737455785274506e-03,9.901374578475952148e-03,-1.441800873726606369e-02,
-5.091171711683273315e-03,-7.969752885401248932e-03,-8.121007122099399567e-03,2.285940339788794518e-03,
2.997135976329445839e-03,8.333421312272548676e-03,1.349424477666616440e-02,-6.970054004341363907e-03,
-1.062542758882045746e-02,1.445908099412918091e-02,-1.148085016757249832e-02,-1.025766413658857346e-02,
-1.156896541942842305e-04,2.385034924373030663e-03,7.727608084678649902e-03,-2.308086259290575981e-03,
7.621774449944496155e-03,-5.696895066648721695e-03,-5.773841403424739838e-03,1.074204128235578537e-02,
-1.034632977098226547e-02,1.011888310313224792e-02,4.485290031880140305e-03,-7.335543166846036911e-03,
-3.153804223984479904e-03,1.233648695051670074e-02,9.933939203619956970e-03,5.365057382732629776e-03,
1.124256174080073833e-03,-1.072628702968358994e-02,-5.092673469334840775e-03,-1.132028177380561829e-02,
1.009509712457656860e-02,4.307321738451719284e-03,-1.298619527369737625e-02,1.357595436275005341e-02,
-4.434591624885797501e-03,-2.614601980894804001e-03,7.090533152222633362e-03,-1.061225868761539459e-02,
6.351029034703969955e-03,1.055800542235374451e-02,-1.076064072549343109e-02,-1.494206604547798634e-03,
9.176275692880153656e-03,7.878644391894340515e-03,-1.379644963890314102e-02,-3.401967231184244156e-03,
-9.474239312112331390e-03,-4.997252486646175385e-03,8.452611044049263000e-03,-1.124059036374092102e-02,
-7.709529018029570580e-04,-2.330121118575334549e-03,1.383920293301343918e-02,9.567534551024436951e-03,
3.933898638933897018e-03,-1.209362130612134933e-02,1.145234564319252968e-03,-7.321703713387250900e-03,
4.222916904836893082e-03,-3.861248027533292770e-03,-1.112308539450168610e-02,-4.382377956062555313e-03,
8.071234449744224548e-03,2.674303716048598289e-03,-9.278203360736370087e-03,1.266018860042095184e-02,
7.216257508844137192e-03,-7.101996801793575287e-03,1.778566045686602592e-03,9.434608742594718933e-03,
3.638666821643710136e-03,-7.444005925208330154e-03,1.253468682989478111e-03,8.129037916660308838e-03,
-7.442146539688110352e-03,8.170494809746742249e-03,4.986143321730196476e-04,6.187878083437681198e-03,
-4.001894500106573105e-03,6.267527933232486248e-04,1.023611705750226974e-02,-1.463697943836450577e-02,
-1.382904779165983200e-02,-9.295661933720111847e-03,-2.310268348082900047e-03,-2.873829798772931099e-04,
-3.162630600854754448e-03,2.988141030073165894e-03,-1.390766259282827377e-02,1.158092357218265533e-02,
5.642725620418787003e-03,-6.466411054134368896e-03,-3.530849004164338112e-03,1.220671087503433228e-02,
-5.531219299882650375e-03,-1.130991056561470032e-02,9.558347053825855255e-03,1.025684550404548645e-02,
-9.194934740662574768e-03,-6.719028111547231674e-03,3.521718550473451614e-03,6.025173701345920563e-03,
-1.276956032961606979e-02,1.171897072345018387e-02,1.157434843480587006e-02,-1.126026827841997147e-02,
-1.999414293095469475e-03,7.626522798091173172e-03,1.474709133617579937e-03,4.618247330654412508e-04,
-1.059381105005741119e-02,8.504661731421947479e-03,7.002217695116996765e-03,1.336584147065877914e-02,
-7.751805242151021957e-03,1.309870835393667221e-02,9.737511165440082550e-03,-2.435439499095082283e-03,
8.539761416614055634e-03,-9.878934361040592194e-03,-1.204831339418888092e-02,-9.154816158115863800e-03,
-8.193111978471279144e-03,1.125319581478834152e-02,1.068433932960033417e-02,-3.662843257188796997e-03,
7.501980289816856384e-03,2.504414413124322891e-03,5.907243583351373672e-03,-4.625734873116016388e-03,
1.059142593294382095e-02,9.999159723520278931e-03,2.051114337518811226e-03,-9.959780611097812653e-03,
-1.439697016030550003e-02,-4.908025148324668407e-04,-5.335665773600339890e-03,1.102374307811260223e-02,
-1.051962142810225487e-03,-1.567558618262410164e-03,-3.231564303860068321e-03,1.406098157167434692e-02,
-1.078915502876043320e-02,-1.411344204097986221e-02,-8.193572983145713806e-03,1.369567867368459702e-02,
-6.355454679578542709e-03,-2.986793871968984604e-03,-1.131720840930938721e-02,1.045101787894964218e-02,
4.342709667980670929e-03,1.298162993043661118e-02,-4.850755911320447922e-03,1.170948706567287445e-02,
1.147427037358283997e-02,-1.007613493129611015e-03,1.088922028429806232e-03,6.191075779497623444e-03,
-8.236257359385490417e-03,1.150162518024444580e-02,-1.167522184550762177e-02,2.930799499154090881e-03,
-1.540860044769942760e-03,-1.230597496032714844e-02,2.887794049456715584e-03,-1.062259264290332794e-02,
-4.793702624738216400e-03,6.242778035812079906e-04,2.111713401973247528e-03,1.169228274375200272e-02,
-5.367459263652563095e-03,3.466172842308878899e-03,-1.107095181941986084e-02,-8.288851822726428509e-04,
-5.969204008579254150e-03,-8.803654462099075317e-03,1.396964304149150848e-02,-1.223907247185707092e-02,
-1.261065062135457993e-02,9.864120744168758392e-03,-7.283473387360572815e-03,-1.025323010981082916e-02,
1.396393682807683945e-02,-6.503413314931094646e-04,1.222554035484790802e-02,-7.106785196810960770e-03,
-6.632369477301836014e-03,1.094771362841129303e-02,3.591279964894056320e-03,3.763869463000446558e-04,
8.173131500370800495e-04,-9.512653574347496033e-03,8.552472107112407684e-03,-9.344402700662612915e-03,
7.403575727948918939e-05,7.768595125526189804e-03,-1.397214829921722412e-02,1.157344784587621689e-02,
1.267311442643404007e-02,-1.347093377262353897e-02,-1.291475724428892136e-02,-2.439082600176334381e-03,
1.444150693714618683e-02,1.439920905977487564e-02,1.133809448219835758e-03,-4.126358311623334885e-03,
-1.164805982261896133e-02,-2.758129732683300972e-03,5.254934541881084442e-03,-3.061615629121661186e-03,
-4.939541593194007874e-02,2.172346413135528564e-01,-1.260903924703598022e-01,2.523663341999053955e-01,
1.315116044133901596e-02,-3.956683794967830181e-04,-7.948206737637519836e-03,2.382740844041109085e-03,
-3.445355687290430069e-03,-6.115603260695934296e-03,-1.187624596059322357e-02,1.368157449178397655e-03,
7.213161326944828033e-03,-3.499304177239537239e-03,4.970093257725238800e-03,1.139492820948362350e-02,
-1.599874813109636307e-03,3.115108469501137733e-03,-7.925904355943202972e-03,1.204601116478443146e-02,
7.584510836750268936e-03,-9.448726661503314972e-03,-3.700122470036149025e-03,-9.949792176485061646e-03,
-1.007021497935056686e-02,8.789184503257274628e-03,8.147031068801879883e-03,4.528079181909561157e-03,
8.778566494584083557e-03,-1.375289820134639740e-02,-1.137479208409786224e-03,1.160590443760156631e-02,
-6.455263122916221619e-03,9.625875391066074371e-03,9.218456223607063293e-03,1.036872039549052715e-03,
-1.673223887337371707e-04,-1.061469037085771561e-02,1.124691404402256012e-02,-8.592099882662296295e-03,
-5.575154442340135574e-03,8.322082459926605225e-03,1.033485587686300278e-02,-9.987639263272285461e-03,
-2.383108250796794891e-03,-9.113257750868797302e-03,6.817904766649007797e-03,1.130183972418308258e-02,
1.291311066597700119e-02,6.782537326216697693e-03,-7.146738935261964798e-03,9.930212981998920441e-03,
