2.967881560325622559e-01,3.534300327301025391e-01,-3.071130216121673584e-01,3.729448616504669189e-01,4.807248339056968689e-02,-2.276186048984527588e-01,-3.640690445899963379e-02,-5.020445957779884338e-02,9.552051872014999390e-02,-7.931202650070190430e-02,-4.747090637683868408e-01,-9.693159162998199463e-02,3.431411683559417725e-01,2.586152851581573486e-01,-1.914556920528411865e-01,2.672248780727386475e-01,
3.069387003779411316e-02,2.043656818568706512e-02,5.850058794021606445e-01,-1.804474294185638428e-01,2.742002606391906738e-01,2.429561764001846313e-01,4.134104549884796143e-01,2.313785851001739502e-01,1.042109820991754532e-02,4.908519685268402100e-01,2.174333035945892334e-01,2.891047596931457520e-01,9.002501517534255981e-02,-2.672982402145862579e-02,2.756732106208801270e-01,-1.576112657785415649e-01,
5.097199678421020508e-01,4.193484485149383545e-01,-6.529907584190368652e-01,3.421164751052856445e-01,-7.187182307243347168e-01,-6.281787157058715820e-01,-5.803980827331542969e-01,-5.267019271850585938e-01,4.871932566165924072e-01,-3.431552648544311523e-01,-7.670820355415344238e-01,-7.878787517547607422e-01,5.535258650779724121e-01,4.856755733489990234e-01,-6.308714747428894043e-01,3.491666615009307861e-01,
-3.003360927104949951e-01,-2.911185026168823242e-01,6.096013784408569336e-01,-2.162925451993942261e-01,5.430559515953063965e-01,4.074068963527679443e-01,2.057992517948150635e-01,3.004244267940521240e-01,-1.140308454632759094e-01,2.072726786136627197e-01,7.293071746826171875e-01,-1.755830794572830200e-01,-4.166190922260284424e-01,-2.368594855070114136e-01,5.007626414299011230e-01,-2.446595281362533569e-01,
3.771014809608459473e-01,4.196557104587554932e-01,8.664458245038986206e-02,2.831209301948547363e-01,-3.162353113293647766e-02,-2.240503132343292236e-01,-2.483041584491729736e-01,-1.566632091999053955e-01,2.491445690393447876e-01,-2.807749211788177490e-01,-4.852368235588073730e-01,-9.725373983383178711e-02,9.487012028694152832e-02,1.630190312862396240e-01,-6.099589541554450989e-02,2.857917249202728271e-01,
-1.946871727705001831e-01,-1.564516872167587280e-01,5.345740318298339844e-01,-4.174032248556613922e-03,2.956029176712036133e-01,2.389224916696548462e-01,5.110560655593872070e-01,2.204004824161529541e-01,-7.372494041919708252e-02,3.413207828998565674e-01,2.187916636466979980e-01,2.885352373123168945e-01,-3.862381679937243462e-03,-9.451259672641754150e-02,1.440507471561431885e-01,6.794637441635131836e-02,
4.805939495563507080e-01,3.326078057289123535e-01,-7.201337814331054688e-01,4.873349368572235107e-01,-7.939948439598083496e-01,-6.259194612503051758e-01,-6.927819848060607910e-01,-4.552252888679504395e-01,5.898537039756774902e-01,-2.534271776676177979e-01,-7.663943767547607422e-01,-7.857699990272521973e-01,2.767403721809387207e-01,1.664902120828628540e-01,-5.477236509323120117e-01,7.145024538040161133e-01,
-6.316015124320983887e-02,-1.577754318714141846e-01,4.223632514476776123e-01,-2.573142945766448975e-01,5.507524013519287109e-01,4.066443145275115967e-01,3.156885504722595215e-01,4.398425817489624023e-01,-3.196070492267608643e-01,4.294419288635253906e-01,7.312527894973754883e-01,-1.776919066905975342e-01,-3.457093536853790283e-01,-2.105217278003692627e-01,5.414475202560424805e-01,-1.582416445016860962e-01,
2.056234776973724365e-01,6.672812253236770630e-02,9.681959450244903564e-02,3.605202436447143555e-01,1.042784452438354492e-01,-2.287023514509201050e-01,-2.984588965773582458e-02,-2.378271967172622681e-01,4.567787647247314453e-01,-1.565790325403213501e-01,-4.788563847541809082e-01,-9.684754163026809692e-02,3.241464793682098389e-01,2.952306866645812988e-01,-2.144445776939392090e-01,3.903473019599914551e-01,
-1.748296022415161133e-01,-7.622509449720382690e-02,2.547676265239715576e-01,3.190123243257403374e-03,3.225211203098297119e-01,2.429242581129074097e-01,3.215126693248748779e-01,4.678320586681365967e-01,8.513356558978557587e-03,4.910972416400909424e-01,2.131481468677520752e-01,2.893939614295959473e-01,2.958806790411472321e-02,2.383072115480899811e-02,4.275206923484802246e-01,-3.426664322614669800e-02,
4.197649955749511719e-01,3.557716012001037598e-01,-7.362262606620788574e-01,5.984028577804565430e-01,-4.695416092872619629e-01,-6.282908916473388672e-01,-3.498257398605346680e-01,-4.883276820182800293e-01,2.997248470783233643e-01,-6.054960489273071289e-01,-7.621200680732727051e-01,-7.869804501533508301e-01,2.254924327135086060e-01,5.832535624504089355e-01,-5.540004968643188477e-01,7.746379971504211426e-01,
-3.684035241603851318e-01,-8.390299975872039795e-02,3.391341865062713623e-01,-3.822608888149261475e-01,5.196861028671264648e-01,4.083014130592346191e-01,5.323712229728698730e-01,2.822407186031341553e-01,-1.441327035427093506e-01,1.850973367691040039e-01,7.280290126800537109e-01,-1.776827126741409302e-01,-3.647630214691162109e-01,-3.263511955738067627e-01,3.736011087894439697e-01,-2.919349670410156250e-01,
4.115451872348785400e-01,2.754818499088287354e-01,4.790611565113067627e-02,3.941675722599029541e-01,2.154364995658397675e-02,-2.289533764123916626e-01,-1.607306748628616333e-01,-7.983458787202835083e-02,4.021778404712677002e-01,-2.914322018623352051e-01,-4.756147861480712891e-01,-9.577213972806930542e-02,2.621816694736480713e-01,3.423018157482147217e-01,3.429475426673889160e-02,1.148118376731872559e-01,
-1.799480020999908447e-01,-1.436998993158340454e-01,3.866397440433502197e-01,2.769880928099155426e-02,2.050039917230606079e-01,2.433472573757171631e-01,1.579179465770721436e-01,5.391650199890136719e-01,-1.283070445060729980e-01,3.416798412799835205e-01,2.128488421440124512e-01,2.876413762569427490e-01,7.160599529743194580e-02,-8.435901254415512085e-03,5.065677165985107422e-01,1.493970025330781937e-02,
